time,open,high,low,close,EMA Small,EMA Big
2016-05-01T10:00:00Z,451.75,452.99,451.21,452.03,450.132747189688,450.25543985719304
2016-05-01T11:00:00Z,452.56,452.56,451.09,451.09,450.28001685281293,450.3313089610846
2016-05-01T12:00:00Z,451.11,453.52,451.11,453.25,450.73693733699554,450.5966445100769
2016-05-01T13:00:00Z,453.2,453.25,451.25,453.18,451.11279313130393,450.8314950091608
2016-05-01T14:00:00Z,453.18,453.52,451.56,452.78,451.3692864957187,451.0086318265098
2016-05-01T15:00:00Z,451.76,453.3,451.24,452.2,451.49708857330046,451.11693802409985
2016-05-01T16:00:00Z,452.9,453.29,451.49,452.47,451.64676725433117,451.2399436582726
2016-05-01T17:00:00Z,452.45,452.52,450.8,451.35,451.60111075366484,451.2499487802478
2016-05-01T18:00:00Z,451.35,451.97,449.01,449.57,451.28863217617794,451.09722616386165
2016-05-01T19:00:00Z,449.64,452,449.64,451.98,451.39499645676597,451.17747833078334
2016-05-01T20:00:00Z,451.53,452.99,451.08,452.97,451.6373046941866,451.34043484616666
2016-05-01T21:00:00Z,452.97,453.78,452,452.92,451.8346424335425,451.48403167833334
2016-05-01T22:00:00Z,452.97,453,451.6,451.89,451.84315898222826,451.52093788939396
2016-05-01T23:00:00Z,452.86,453,451.11,453,452.02113452342394,451.65539808126726
2016-05-02T00:00:00Z,452.99,453.8,451.53,451.53,451.9455753659741,451.6439982556975
2016-05-02T01:00:00Z,451.58,452.78,450.73,451.7,451.9077945404396,451.64908932336135
2016-05-02T02:00:00Z,451.68,452.78,450.74,452.43,451.98813384191044,451.72008120305577
2016-05-02T03:00:00Z,452.79,452.79,450.8,452.1,452.00534402007804,451.75461927550526
2016-05-02T04:00:00Z,452.1,452.1,451.67,451.69,451.95682955545067,451.74874479591386
2016-05-02T05:00:00Z,451.71,452.25,450.99,451.93,451.95270193153516,451.7652225417399
2016-05-02T06:00:00Z,451.45,451.92,450.77,451.73,451.9184400959144,451.7620204924908
2016-05-02T07:00:00Z,451.21,451.34,447.31,449.11,451.4863723888506,451.5209277204462
2016-05-02T08:00:00Z,448.93,448.93,442.62,442.62,450.1223150982582,450.7117524731329
2016-05-02T09:00:00Z,442.62,444.65,438.59,441.5,448.79580508314154,449.8743204301208
2016-05-02T10:00:00Z,440.97,443.81,440,442.42,447.8149119934275,449.19665493647346
2016-05-02T11:00:00Z,443.72,444.74,441.49,442.61,447.0141563021309,448.5978681240668
2016-05-02T12:00:00Z,442.61,445.5,440.79,444.83,446.67813225564925,448.25533465824253
2016-05-02T13:00:00Z,443.62,445.28,443.4,443.5,446.18918883170323,447.8230315074932
2016-05-02T14:00:00Z,443.5,444.25,441.1,442.26,445.58469824221044,447.3173013704484
2016-05-02T15:00:00Z,441.26,444.16,441.01,443.49,445.26243697417806,446.9693648822258
2016-05-02T16:00:00Z,442.82,443.6,440.7,441.99,444.75898513199684,446.516695347478
2016-05-02T17:00:00Z,442,444.37,440.55,444.37,444.6991412655358,446.32154122497997
2016-05-02T18:00:00Z,444.37,444.51,441.14,441.73,444.2423503016072,445.9041283863454
2016-05-02T19:00:00Z,441.05,442.99,441.08,442.25,443.9358348705907,445.57193489667765
2016-05-02T20:00:00Z,442.18,445.99,441.2,445.95,444.2457064289614,445.60630445152515
2016-05-02T21:00:00Z,445.95,446.81,444.41,445.4,444.423290055275,445.5875495013865
2016-05-02T22:00:00Z,444.88,445.42,443.64,444.46,444.42893773907883,445.48504500126046
2016-05-02T23:00:00Z,444.45,444.45,442.07,444.06,444.37217808691287,445.3554954556913
2016-05-03T00:00:00Z,444.06,445.08,442.09,443.55,444.2456891504647,445.1913595051739
2016-05-03T01:00:00Z,443.35,443.35,440.98,441.19,443.7755831273163,444.8275995501581
2016-05-03T02:00:00Z,441.24,442.65,440.78,442.23,443.53780110772914,444.59145413650737
2016-05-03T03:00:00Z,442.23,443.61,441.41,442.3,443.3473701680785,444.3831401240976
2016-05-03T04:00:00Z,442.91,443.74,442.16,443.61,443.38777475760486,444.31285465827057
2016-05-03T05:00:00Z,442.83,444.3,441.96,443.84,443.4573478718195,444.26986787115504
2016-05-03T06:00:00Z,443.4,443.91,442.33,442.89,443.37006358384724,444.1444253374137
2016-05-03T07:00:00Z,442.89,447.9,442.07,447.74,444.0423614940246,444.47129576128515
2016-05-03T08:00:00Z,447.75,448.91,445.98,447.95,444.64353664879,444.7875416011683
2016-05-03T09:00:00Z,448.1,448.36,447.03,448.36,445.21530024128384,445.11231054651665
2016-05-03T10:00:00Z,448.36,449,447.66,448.07,445.65448481954786,445.38119140592426
2016-05-03T11:00:00Z,448.69,449.8,447.46,448.44,446.0830256165405,445.6592649144766
2016-05-03T12:00:00Z,448.44,450.19,448,449.05,446.5394832139958,445.96751355861505
2016-05-03T13:00:00Z,449.46,450.08,448.4,448.9,446.90263964261186,446.2341032351046
2016-05-03T14:00:00Z,448.9,449.24,448,448.2,447.10223354374847,446.4128211228224
2016-05-03T15:00:00Z,448.2,448.97,448,448.01,447.24188992163334,446.5580192025658
2016-05-03T16:00:00Z,448.01,449.39,447.15,449.37,447.5692914721513,446.81365382051433
2016-05-03T17:00:00Z,449.37,449.41,447.66,448.01,447.637092784128,446.9224125641039
2016-05-03T18:00:00Z,448.13,451,447.45,450,448.00061697118525,447.20219324009446
2016-05-03T19:00:00Z,450.04,451.3,448.98,451.3,448.5082143602337,447.5747211273586
2016-05-03T20:00:00Z,451.3,451.58,449.84,450.92,448.8792583048131,447.8788373885078
2016-05-03T21:00:00Z,450.91,452,449.06,451,449.2055262579188,448.162579444098
2016-05-03T22:00:00Z,451,452,450.11,452,449.63544529516207,448.51143585827094
2016-05-03T23:00:00Z,451.97,452,450.16,450.61,449.7853767882141,448.70221441660993
2016-05-04T00:00:00Z,451.18,451.68,450.16,451.68,450.07685728233497,448.97292219691815
2016-05-04T01:00:00Z,450.63,451.22,450,450.9,450.2034946235142,449.1481110881074
2016-05-04T02:00:00Z,450.88,450.98,449.54,450.09,450.1860339122043,449.2337373528249
2016-05-04T03:00:00Z,450.09,450.79,448.96,449.5,450.0804902334037,449.25794304802264
2016-05-04T04:00:00Z,448.97,449.5,448.96,449.43,449.98041481288004,449.27358458911146
2016-05-04T05:00:00Z,449.43,450,448.98,450,449.9834279185908,449.3396223537377
2016-05-04T06:00:00Z,450,450.76,448.97,449.53,449.91366977726915,449.3569294124888
2016-05-04T07:00:00Z,450.59,450.8,449.11,450.06,449.93618211922774,449.4208449204444
2016-05-04T08:00:00Z,450.72,450.72,448.2,449.89,449.9290771778081,449.46349538222216
2016-05-04T09:00:00Z,449.04,450.02,445.23,446.06,449.3338345350684,449.15408671111106
2016-05-04T10:00:00Z,446.06,447.82,444.75,445,448.6670907604425,448.77644246464644
2016-05-04T11:00:00Z,445,445.95,444.15,445.69,448.2090767972975,448.4958567860422
2016-05-04T12:00:00Z,445.43,445.69,444.16,445.04,447.7215265207902,448.18168798731114
2016-05-04T13:00:00Z,445.04,447.27,444.96,446.43,447.5228301329763,448.0224436248283
2016-05-04T14:00:00Z,446.43,448.43,446.08,446.75,447.4039331894415,447.9067669316621
2016-05-04T15:00:00Z,446.75,447.98,445.71,446.92,447.3294819295274,447.81706084696555
2016-05-04T16:00:00Z,446.48,447,446.07,446.56,447.2111000942155,447.7027825881505
2016-05-04T17:00:00Z,447,447.35,444.65,446.18,447.05246931049004,447.56434780740955
2016-05-04T18:00:00Z,446.17,447.18,445.16,446.7,446.9982432627223,447.48577073400867
2016-05-04T19:00:00Z,446.48,447.43,444.74,446.7,446.95235968384196,447.41433703091695
2016-05-04T20:00:00Z,446.64,447.4,445.35,447.07,446.9704581940201,447.38303366446996
2016-05-04T21:00:00Z,447.09,447.99,446.13,447.31,447.0226953949401,447.37639424042726
2016-05-04T22:00:00Z,446.65,448.13,446.23,446.43,446.9315114880263,447.2903584003884
2016-05-04T23:00:00Z,446.17,448.09,446.17,446.63,446.885125105253,447.23032581853494
2016-05-05T00:00:00Z,447.36,448.32,446.62,447.88,447.03818278136794,447.289387107759
2016-05-05T01:00:00Z,447.93,449,447.79,449,447.34000081500363,447.44489737069
2016-05-05T02:00:00Z,449,449,447.5,447.91,447.42769299731077,447.4871794279
2016-05-05T03:00:00Z,447.91,447.98,446.5,446.5,447.2849709977245,447.39743584354545
2016-05-05T04:00:00Z,447.36,448,446.4,447.18,447.2688216134592,447.3776689486777
2016-05-05T05:00:00Z,447.89,448.14,446.72,447.22,447.2613105960039,447.3633354078888
2016-05-05T06:00:00Z,446.37,447.4,446.08,447.3,447.2672628120033,447.3575776435353
2016-05-05T07:00:00Z,447,448.39,446.71,447.23,447.2615300716951,447.3459796759412
2016-05-05T08:00:00Z,446.8,447.96,446.12,447.73,447.3336023683574,447.380890614492
2016-05-05T09:00:00Z,446.76,447.49,445.96,446.29,447.17304815784087,447.2817187404473
2016-05-05T10:00:00Z,446.29,447,445.13,445.13,446.8587330566346,447.08610794586116
2016-05-05T11:00:00Z,445.56,446.75,445.11,445.99,446.7250818171524,446.9864617689647
2016-05-05T12:00:00Z,445.99,446.88,445.36,446.86,446.7458384606674,446.9749652445134
2016-05-05T13:00:00Z,446.86,448.27,446.02,448.26,446.9787863897955,447.0917865859213
2016-05-05T14:00:00Z,448.44,448.96,446.63,447.55,447.0666654067501,447.1334423508375
2016-05-05T15:00:00Z,448.1,448.27,446.15,446.66,447.0041014980193,447.090402137125
2016-05-05T16:00:00Z,447.31,447.7,446.38,447.6,447.0957781906317,447.1367292155682
2016-05-05T17:00:00Z,446.65,447.5,446.18,447.3,447.1271969305345,447.1515720141529
2016-05-05T18:00:00Z,447.24,448.79,446.26,448.03,447.26608971045226,447.2314291037754
2016-05-05T19:00:00Z,447.01,449.42,446.7,449.27,447.5743836011519,447.4167537307049
2016-05-05T20:00:00Z,449.29,449.72,447.45,448.63,447.7367861240516,447.52704884609534
2016-05-05T21:00:00Z,448.63,449.56,448.4,449.47,448.00343441265903,447.7036807691776
2016-05-05T22:00:00Z,448.72,449.49,448.21,448.39,448.06290604148074,447.7660734265251
2016-05-05T23:00:00Z,449.14,450,448.2,448.5,448.13015126586834,447.83279402411375
2016-05-06T00:00:00Z,448.5,449.28,448.2,448.52,448.1901279941963,447.8952672946489
2016-05-06T01:00:00Z,448.56,449.14,447.81,448.29,448.2054929181661,447.93115208604445
2016-05-06T02:00:00Z,448.29,449.21,447.2,448.03,448.178494007679,447.9401382600404
2016-05-06T03:00:00Z,449.07,449.33,447.03,448.13,448.171033391113,447.95739841821853
2016-05-06T04:00:00Z,447.38,448.25,447.06,447.36,448.04625902324943,447.90308947110776
2016-05-06T05:00:00Z,447.33,449.9,447.33,448.13,448.0591422504418,447.92371770100704
2016-05-06T06:00:00Z,448.6,450,448.06,449.91,448.3438895965277,448.1042888190973
2016-05-06T07:00:00Z,450,451.95,449.42,451.95,448.89867581244647,448.4538989264521
2016-05-06T08:00:00Z,450.75,451.73,450.07,450.07,449.07887953360853,448.60081720586555
2016-05-06T09:00:00Z,450.34,451.24,449.7,450.75,449.3359749899764,448.79619745987776
2016-05-06T10:00:00Z,450.22,451,449.41,449.86,449.41659422228776,448.89290678170704
2016-05-06T11:00:00Z,449.87,451.54,449.84,451.35,449.7140412650127,449.11627889246097
2016-05-06T12:00:00Z,451.53,451.53,450.09,451.48,449.98572722424154,449.33116262950995
2016-05-06T13:00:00Z,450.65,452,450.33,450.78,450.1079230358967,449.4628751177363
2016-05-06T14:00:00Z,451.48,452.47,450.8,452,450.3990117996049,449.6935228343057
2016-05-06T15:00:00Z,451.28,454.22,450.81,453.08,450.81147152274264,450.0013843948234
2016-05-06T16:00:00Z,453.08,453.94,452.57,452.81,451.1189374423207,450.2567130862031
2016-05-06T17:00:00Z,453.48,455,452.58,455,451.716023989656,450.68792098745735
2016-05-06T18:00:00Z,455,455.54,455,455.54,452.30432799124736,451.1290190795067
2016-05-06T19:00:00Z,455.53,456.06,455,456,452.87289291567083,451.57183552682426
2016-05-06T20:00:00Z,456.25,463.22,455.98,462.02,454.2801401594138,452.5216686607493
2016-05-06T21:00:00Z,462.11,463.97,458.54,458.98,455.003195519504,453.1087896915903
2016-05-06T22:00:00Z,458.97,461.39,458.54,460.49,455.84731928573416,453.7798088105366
2016-05-06T23:00:00Z,460.48,461.41,458.33,458.48,456.2523470879289,454.20709891866966
2016-05-07T00:00:00Z,458.98,460,458,458.06,456.53044753593986,454.55736265333604
2016-05-07T01:00:00Z,458.06,459.31,458.04,458.86,456.88884022271833,454.94851150303276
2016-05-07T02:00:00Z,458.7,458.72,458,458.44,457.12748018845394,455.2659195482116
2016-05-07T03:00:00Z,458.42,458.42,457.03,457.53,457.1894063133072,455.4717450438288
2016-05-07T04:00:00Z,457.53,458.64,457.03,457.9,457.29872841895224,455.6924954943898
2016-05-07T05:00:00Z,457.05,458.76,457.03,458.37,457.4635394314211,455.93590499489983
2016-05-07T06:00:00Z,457.97,458.42,456,458.41,457.60914874966403,456.1608227226362
2016-05-07T07:00:00Z,457.73,458.24,456.43,458.1,457.6846643266388,456.33711156603295
2016-05-07T08:00:00Z,458.22,459.39,456.9,459.36,457.9424082763867,456.6119196054845
2016-05-07T09:00:00Z,458.43,459.99,458,459.97,458.25434546463487,456.91719964134955
2016-05-07T10:00:00Z,459.96,459.97,458.11,459.8,458.49213847007564,457.17927240122685
2016-05-07T11:00:00Z,458.84,459.77,458.58,459.07,458.58104024391014,457.35115672838805
2016-05-07T12:00:00Z,459.07,459.89,458.02,458.02,458.49472636023165,457.41196066217094
2016-05-07T13:00:00Z,458.98,459.21,458,459,458.5724607663499,457.55632787470086
2016-05-07T14:00:00Z,458.63,459.4,455.95,457.36,458.3859283407576,457.5384798860917
2016-05-07T15:00:00Z,457.36,458.49,456.75,457.37,458.2296316729487,457.52316353281066
2016-05-07T16:00:00Z,458.16,459.36,457.01,459.15,458.37122680018734,457.6710577571006
2016-05-07T17:00:00Z,458.81,459.34,458.15,459.17,458.4941149847739,457.8073252337278
2016-05-07T18:00:00Z,459.17,461,458.42,461,458.8796357563471,458.097568394298
2016-05-07T19:00:00Z,461,461,459,460.04,459.0581533322937,458.27415308572546
2016-05-07T20:00:00Z,460.04,460.37,458.62,459.3,459.09536051194084,458.36741189611405
2016-05-07T21:00:00Z,458.64,460.25,458.36,459.25,459.1191512024115,458.4476471782855
2016-05-07T22:00:00Z,458.59,460.09,458,458.69,459.05312794050207,458.4696792529868
2016-05-07T23:00:00Z,457.88,459.24,457.81,458.07,458.9018774881171,458.43334477544255
2016-05-08T00:00:00Z,458.97,458.97,457.02,457.19,458.63851172071446,458.3203134322205
2016-05-08T01:00:00Z,457.97,458.09,457.2,457.86,458.5187406867584,458.27846675656406
